armPos0,armPos1,armPos2,armPos3,armPos4,armPos5,targetPos0,targetPos1,targetPos2,Duration(micros),Score*1000,Distance*1000,Success,Collision,NbActions,NbIterationGegelati,MotorPos
2048,2048,2048,2048,512,256,-297,-145,351,1083,22090,1613,1,0,501,501,2048
2048,2048,2048,2048,512,256,-199,-153,251,1741,19420,2775,1,0,768,768,2048
2048,2048,2048,2048,512,256,75,-304,70,16037,18140,2274,1,0,896,896,2048
2048,2048,2048,2048,512,256,24,201,60,688,23660,2933,1,0,344,344,2045
2048,2048,2048,2048,512,256,-146,73,103,1719,19170,2478,1,0,793,793,2051
2048,2048,2048,2048,512,256,57,-56,170,2584,-94958,94958,0,1,1126,1126,2048
2048,2048,2048,2048,512,256,114,134,510,1044,21960,2645,1,0,514,514,2048
2048,2048,2048,2048,512,256,144,145,86,1065,21780,2465,1,0,532,532,2045
2048,2048,2048,2048,512,256,-127,-62,272,3170,16850,2643,1,0,1025,1025,2048
2048,2048,2048,2048,512,256,-91,-328,224,1520,20070,2367,1,0,703,703,2048
2048,2048,2048,2048,512,256,288,-2,76,1462,20250,2972,1,0,685,685,2045
2048,2048,2048,2048,512,256,-130,-27,471,1812,18290,2777,1,0,881,881,2048
2048,2048,2048,2048,512,256,-73,315,216,266,25759,2569,1,0,134,134,2051
2048,2048,2048,2048,512,256,21,203,303,897,22740,2656,1,0,436,436,2048
2048,2048,2048,2048,512,256,71,-124,339,21425,15830,2609,1,0,1127,1127,2048
2048,2048,2048,2048,512,256,-31,-352,155,1570,19270,2187,1,0,783,783,2048
2048,2048,2048,2048,512,256,262,-242,214,1106,21730,2567,1,0,537,537,2048
2048,2048,2048,2048,512,256,242,141,38,15277,-45210,2308,1,0,455,409,2045
2048,2048,2048,2048,512,256,412,15,81,49325,-6141,1705,1,0,568,457,2045
2048,2048,2048,2048,512,256,159,198,48,662,23860,2006,1,0,324,324,2045
2048,2048,2048,2048,512,256,127,140,238,1307,20770,2917,1,0,633,633,2045
2048,2048,2048,2048,512,256,53,435,128,74802,3254,2951,1,0,458,257,2048
2048,2048,2048,2048,512,256,82,-237,194,12284,17240,2278,1,0,986,986,2048
2048,2048,2048,2048,512,256,-186,225,341,688,23740,2505,1,0,336,336,2048
2048,2048,2048,2048,512,256,-45,-103,264,2521,-50963,50963,0,1,1136,1136,2051
