armPos0,armPos1,armPos2,armPos3,armPos4,armPos5,targetPos0,targetPos1,targetPos2,Duration(micros),Score*1000,Distance*1000,Success,Collision,NbActions,NbIterationGegelati,MotorPos
3373,2643,2783,2718,512,256,-199,-153,252,2403,35290,2561,1,0,885,885,3373
158,2313,1588,2603,512,256,24,202,59,2200,35440,2603,1,0,870,870,158
2773,1518,1368,1613,512,256,57,-56,170,917,-183840,183840,0,1,399,399,2776
1593,1853,2333,2303,512,256,144,147,89,1333,-34163,34163,0,1,553,553,1593
3373,1203,1078,2568,512,256,-91,-328,224,34,-266925,266925,0,1,18,18,3373
1023,2093,1638,2058,512,256,-128,-28,473,367800,-130174,130174,0,1,3058,2108,1026
2198,1983,1793,2178,512,256,20,205,301,187334,33590,2671,1,0,1055,605,2198
343,1463,2133,1243,512,256,-48,-370,136,4508,-125797,125797,0,1,1459,1459,346
538,2358,1928,2798,512,256,242,143,37,7139,37920,2963,1,0,622,622,538
1053,3008,2678,2643,512,256,160,200,48,2354,34940,2474,1,0,920,920,1053
1568,1333,1258,2208,512,256,50,435,125,1102,-266209,266209,0,1,443,443,1568
223,1818,1313,2638,512,256,-187,224,341,381128,12560,2721,1,0,3158,2008,226
3453,1203,1858,1133,512,256,-156,-324,182,853,-228423,228423,0,1,357,357,3453
2128,1973,1873,1948,512,256,60,156,180,32280,-17652,2375,1,0,645,525,2128
3798,2073,2093,1823,512,256,-234,-160,360,37416,-8942,2354,1,0,332,171,3798
3493,1143,2173,2088,512,256,60,325,219,258582,-151605,151605,0,0,3414,2664,3493
3418,1853,2573,1108,512,256,215,175,402,278299,-249280,203143,0,0,3414,2532,3418
3668,1133,2793,2263,512,256,-352,21,259,146884,28300,2459,1,0,1584,1184,3668
2483,1493,1593,1025,512,256,285,-182,319,10854,-358108,358108,0,1,538,538,2486
1828,2258,2498,2158,512,256,162,273,226,239212,-186657,186657,0,0,3414,2564,1828
3988,1503,1148,2913,512,256,-257,-59,475,16706,-274742,274742,0,1,314,214,3988
3633,1583,2138,1693,512,256,30,-346,134,920,-151111,151111,0,1,380,380,3633
1078,1048,2708,2658,512,256,285,238,74,1720,35230,2320,1,0,891,891,1078
2118,1448,1468,2483,512,256,80,-157,378,1542,-82078,82078,0,1,677,677,2121
1088,2908,2423,2938,512,256,391,130,75,105,-45867,45867,0,1,48,48,1088
688,2408,2413,1228,512,256,75,-212,376,21347,38050,2578,1,0,609,509,688
2983,1153,2168,2853,512,256,96,120,484,301942,-93148,93148,0,0,3414,1964,2983
938,1813,1253,2348,512,256,-103,194,338,1227,-121049,121049,0,1,744,744,941
3868,1328,1253,1943,512,256,-72,88,194,1282,-46787,46787,0,1,730,730,3868
658,1673,1478,2768,512,256,-11,312,275,252950,20170,2499,1,0,2397,1397,661
3943,2128,1393,2913,512,256,193,-262,188,307,-194238,194238,0,1,104,104,3943
238,1588,2923,1513,512,256,341,49,337,1597,37730,2892,1,0,641,641,238
2623,1613,1128,2423,512,256,78,-339,29,74,-514236,514236,0,1,35,35,2623
3983,2223,2133,2068,512,256,35,-82,448,1209,-36258,36258,0,1,457,457,3983
